restaurant_id,restaurant_name,phone,address,content,open_time,close_time,rating,likes,rest_day,location_id,category_id
30,원조18번완당,051-256-3391,"부산광역시 서구 구덕로238번길 6","2021년 06월 28일 SBS 생방송투데이 2854회, 2020년 07월 24일 TV조선 식객허영만의백반기행 61회, 2019년 09월 27일 KBS2 2TV생생정보 909회, 2014년 07월 16일 KBS2 생생정보통 916회, 2012년 09월 24일 KBS2 굿모닝대한민국 345회 등 여러 방송에서 다룬 바로 그 곳! 부산광역시 서구 인기 맛집 "원조18번완당"을 방문해보세요! 이 매장은 블루리본 서베이에서 리본 1개를 받은 식당으로, "시간을 내어 다시 방문하고 싶은 곳"이라 평가받았습니다. 위생 수준이 우수하고 친절한 서비스로 지방자치단체의 선정을 받은 모범음식점입니다. 50년 이상의 전통을 자랑합니다. 레드테이블에서 온라인 예약이 가능합니다!",12:00:00,22:00:00,4.3,0,화요일,5,3
31,김밥천국,051-412-5089,"부산광역시 영도구 태종로 94","부산광역시 영도구에 가신다면 "김밥천국"에 방문해보세요~ 50년 이상의 전통을 자랑합니다.",10:30:00,22:30:00,3.5,0,수요일,9,3
32,컴포즈커피(부산교대점),051-506-0355,"부산광역시 연제구 교대로 18",""컴포즈커피(부산교대점)"는 부산광역시 연제구에 있는 맛집으로, 가장 가까운 지하철역은 교대역입니다. 50년 이상의 전통을 자랑합니다.",11:00:00,23:00:00,2.6,0,목요일,12,3
33,신전떡볶이(부산동구점),051-465-6339,"부산광역시 동구 초량로 18-1",""신전떡볶이(부산동구점)"는 부산광역시 동구에 있습니다. 50년 이상의 전통을 자랑합니다.",11:30:00,23:30:00,7.6,0,금요일,7,3
34,울산갈비,051-465-8003,"부산광역시 동구 초량중로 88","어디 가야 할지 고민이시라고요? 그럼 부산광역시 동구 맛집, "울산갈비"를 추천합니다! 50년 이상의 전통을 자랑합니다.",12:00:00,00:00:00,6.9,0,토요일,7,4
35,대궁한우구이,051-231-3220,"부산광역시 서구 보수대로 101-1",""대궁한우구이"는 부산광역시 서구에 있습니다. 50년 이상의 전통을 자랑합니다.",10:30:00,21:00:00,2.9,0,일요일,5,4
36,웨이양,,"부산광역시 남구 용소로7번길 78","무엇을 먹을지 고민되신다고요? 부산광역시 남구에 계시다면 "웨이양"을 추천합니다! 50년 이상의 전통을 자랑합니다. 네이버 온라인 예약이 가능합니다!",11:00:00,21:30:00,6.0,0,월요일,10,4
37,광복수제비,051-255-2559,"부산광역시 중구 구덕로48번길 6","부산광역시 중구에서 어디를 갈지 고민이라면! "광복수제비"에 가보시는 건 어떨까요? 50년 이상의 전통을 자랑합니다.",11:30:00,22:00:00,5.0,0,화요일,6,7
38,내고향전통찻집,051-809-2789,"부산광역시 부산진구 서면문화로 8-4","부산광역시 부산진구에서 맛집을 찾으신다면 "내고향전통찻집"을 추천합니다. 50년 이상의 전통을 자랑합니다.",09:30:00,22:30:00,5.3,0,수요일,8,2
39,흥화반점,051-809-3202,"부산광역시 부산진구 서전로47번길 52-1","부산광역시 부산진구에서 맛집을 찾으신다면 "흥화반점"에 방문해보세요. 부전역 근처에 있습니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 50년 이상의 전통을 자랑합니다.",10:30:00,23:00:00,2.3,0,목요일,8,5
40,묘향정,051-416-0086,"부산광역시 영도구 청학로6번길 4","부산광역시 영도구에서 가 볼 만한 식당을 찾으신다면? "묘향정"을 추천합니다! 50년 이상의 전통을 자랑합니다.",11:00:00,23:30:00,7.6,0,금요일,9,5
41,중화각,051-467-1312,"부산광역시 동구 망양로689번길 10","어디 가야 할지 고민이시라고요? 그럼 부산광역시 동구 맛집, "중화각"을 추천합니다! 50년 이상의 전통을 자랑합니다.",11:30:00,00:00:00,8.3,0,토요일,7,5
42,덕화원,051-441-8807,"부산광역시 동구 진성로 8-1","부산광역시 동구에 가신다면 "덕화원"에 방문해보세요~ 50년 이상의 전통을 자랑합니다.",12:00:00,21:00:00,2.4,0,일요일,7,5
43,"동흥 중화요리",051-464-0635,"부산광역시 동구 중앙대로251번길 8-1","어디 가야 할지 고민이시라고요? 그럼 부산광역시 동구 맛집, "동흥 중화요리"를 추천합니다! 50년 이상의 전통을 자랑합니다.",10:30:00,21:30:00,6.4,0,월요일,7,5
44,몽마르지,051-466-5005,"부산광역시 동구 고관로29번길 24",""몽마르지"를 부산광역시 동구의 가 볼 만한 식당으로 추천합니다! 50년 이상의 전통을 자랑합니다.",11:00:00,22:00:00,8.7,0,화요일,7,5
45,만다린,051-412-7100,"부산광역시 영도구 절영로14번길 18",""만다린"을 부산광역시 영도구의 가 볼 만한 식당으로 추천합니다! 50년 이상의 전통을 자랑합니다.",11:30:00,22:30:00,8.5,0,수요일,9,5
46,해동반점,051-416-2250,"부산광역시 영도구 절영로 151",""해동반점"은 부산광역시 영도구에 있습니다. 50년 이상의 전통을 자랑합니다.",12:00:00,23:00:00,7.2,0,목요일,9,5
47,삼화반점,051-291-8726,"부산광역시 사하구 원양로 407","무엇을 먹을지 고민되신다고요? 부산광역시 사하구에 계시다면 "삼화반점"을 추천합니다! 50년 이상의 전통을 자랑합니다.",10:30:00,23:30:00,8.5,0,금요일,2,5
48,원향재,051-467-4868,"부산광역시 동구 대영로243번길 60","부산광역시 동구에 가신다면 "원향재"에 방문해보세요~ 이 매장은 블루리본 서베이에서 리본 1개를 받은 식당으로, "시간을 내어 다시 방문하고 싶은 곳"이라 평가받았습니다. 50년 이상의 전통을 자랑합니다.",11:00:00,00:00:00,4.8,0,토요일,7,5
49,신발원,051-467-0177,"부산광역시 동구 대영로243번길 62","2017년 04월 11일 KBS2 2TV생생정보 304회, 2016년 08월 20일 SBS 백종원의3대천왕 51회, 2014년 12월 17일 KBS1 6시내고향 5664회, 2013년 03월 13일 KBS2 생생정보통 617회, SBS 백종원의 3대 천왕 23회 등 여러 방송에서 다룬 바로 그 곳! 부산광역시 동구 인기 맛집 "신발원"을 방문해보세요! 이 매장은 2021년에 블루리본 서베이에서 리본 1개를 받은 식당으로, "시간을 내어 다시 방문하고 싶은 곳"이라 평가받았습니다. 50년 이상의 전통을 자랑합니다.",11:30:00,21:00:00,3.4,0,일요일,7,5
50,차이나면,051-921-1190,"부산광역시 해운대구 아랫반송로59번길 52","부산광역시 해운대구에서 맛집을 찾으신다면 "차이나면"을 추천합니다. 50년 이상의 전통을 자랑합니다.",12:00:00,21:30:00,7.7,0,월요일,15,5
51,금원보,051-442-5880,"부산광역시 동구 대영로243번길 62","어디 가야 할지 고민이시라고요? 그럼 부산광역시 동구 맛집, "금원보"를 추천합니다! 50년 이상의 전통을 자랑합니다.",10:30:00,22:00:00,5.3,0,화요일,7,5
52,장성향,051-467-4496,"부산광역시 동구 대영로243번길 29","부산광역시 동구 근처로 갈 일정이 있으시다면, 맛집으로 소문난 "장성향"을 꼭 방문해보세요. 2016년 02월 22일 MBC 생방송오늘저녁 308회에 방영되었답니다. 이 매장은 2021년에 블루리본 서베이에서 리본 1개를 받은 식당으로, "시간을 내어 다시 방문하고 싶은 곳"이라 평가받았습니다. 50년 이상의 전통을 자랑합니다.",11:00:00,22:30:00,8.4,0,수요일,7,5
53,중국성,051-633-8645,"부산광역시 남구 무민사로 41","어디 가야 할지 고민이시라고요? 그럼 부산광역시 남구 맛집, "중국성"을 추천합니다! 50년 이상의 전통을 자랑합니다.",11:30:00,23:00:00,3.1,0,목요일,10,5
54,대가호,051-757-9828,"부산광역시 수영구 구락로 54-3","어디 가야 할지 고민이시라고요? 그럼 부산광역시 수영구 맛집, "대가호"를 추천합니다! 50년 이상의 전통을 자랑합니다.",12:00:00,23:30:00,2.4,0,금요일,13,5
55,"24시 중화요리",051-255-7181,"부산광역시 서구 천마로 225-1","부산광역시 서구에서 가 볼 만한 식당을 찾으신다면? "24시 중화요리"를 추천합니다! 50년 이상의 전통을 자랑합니다.",10:30:00,00:00:00,7.5,0,토요일,5,5
56,늘보고방,051-468-7642,"부산광역시 동구 중앙대로251번길 8-5","부산광역시 동구에서 가 볼 만한 식당을 찾으신다면? "늘보고방"을 추천합니다! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 50년 이상의 전통을 자랑합니다.",11:00:00,21:00:00,7.2,0,일요일,7,5
57,명커피숍,051-809-1378,"부산광역시 부산진구 부전로 201",""명커피숍"은 부산광역시 부산진구에 있습니다. 가장 가까운 지하철역은 부전역입니다. 50년 이상의 전통을 자랑합니다.",09:00:00,21:30:00,4.6,0,월요일,8,2
58,여로다방,051-634-2513,"부산광역시 남구 전포대로 70","부산광역시 남구에 가신다면 "여로다방"에 방문해보세요~ 50년 이상의 전통을 자랑합니다.",09:30:00,22:00:00,6.5,0,화요일,10,2
59,롯데리아(부산비프광장점),051-241-0128,"부산광역시 중구 구덕로 58-1","어디 가야 할지 고민이시라고요? 그럼 부산광역시 중구 맛집, "롯데리아(부산비프광장점)"를 추천합니다! 50년 이상의 전통을 자랑합니다.",10:30:00,22:30:00,2.5,0,수요일,6,6
60,명지횟집,051-271-2662,"부산광역시 강서구 신포길17번길 10-1",""명지횟집"은 부산광역시 강서구에 있습니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다.",11:00:00,23:00:00,5.3,0,목요일,1,7
61,용두산식당,051-245-9626,"부산광역시 중구 대청로126번길 32-6","부산광역시 중구에서 맛집을 찾으신다면 "용두산식당"을 추천합니다.",11:30:00,23:30:00,2.8,0,금요일,6,7
62,섹션,051-302-1735,"부산광역시 사상구 사상로309번길 16","부산광역시 사상구에서 어디를 갈지 고민이라면! "섹션"에 가보시는 건 어떨까요?",12:00:00,00:00:00,3.4,0,토요일,3,7
63,조은데이,,"부산광역시 사상구 운산로 21",""조은데이"는 부산광역시 사상구에 있는 맛집으로, 가장 가까운 지하철역은 괘법르네시떼역입니다.",10:30:00,21:00:00,6.2,0,일요일,3,7
64,해동숯불생고기,,"부산광역시 사상구 학장로 157","부산광역시 사상구에 가신다면 "해동숯불생고기"에 방문해보세요~",11:00:00,21:30:00,5.1,0,월요일,3,7
65,하동집,051-257-3081,"부산광역시 서구 구덕로124번길 59-1","부산광역시 서구에서 식당을 찾으신다면? "하동집"을 방문해보세요! 50년 이상의 전통을 자랑합니다.",11:30:00,22:00:00,4.6,0,화요일,5,7
66,밀양보신탕,051-467-3635,"부산광역시 동구 중앙대로361번길 36-3","무엇을 먹을지 고민되신다고요? 부산광역시 동구에 계시다면 "밀양보신탕"을 추천합니다! 50년 이상의 전통을 자랑합니다.",12:00:00,22:30:00,6.0,0,수요일,7,7
67,함응보쌈사계절냉면,051-416-2342,"부산광역시 영도구 남항로 42","부산광역시 영도구에서 가 볼 만한 식당을 찾으신다면? "함응보쌈사계절냉면"을 추천합니다! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 50년 이상의 전통을 자랑합니다.",10:30:00,23:00:00,7.0,0,목요일,9,7
68,하늘소호프,051-417-7611,"부산광역시 영도구 절영로14번길 10",""하늘소호프"를 부산광역시 영도구의 가 볼 만한 식당으로 추천합니다! 50년 이상의 전통을 자랑합니다.",11:00:00,23:30:00,8.0,0,금요일,9,7
69,한전구내식당,051-240-3206,"부산광역시 서구 까치고개로 252","부산광역시 서구에 가신다면 "한전구내식당"에 방문해보세요~ 50년 이상의 전통을 자랑합니다.",11:30:00,00:00:00,3.2,0,토요일,5,7
70,서울집,051-416-4845,"부산광역시 영도구 태종로99번길 28","2020년 10월 22일 KBS1 6시내고향 7140회에서 소개되었던 맛집, "서울집"입니다! 부산광역시 영도구 근처라면 방문해보세요. 50년 이상의 전통을 자랑합니다.",12:00:00,21:00:00,4.1,0,일요일,9,7
71,한전구내식당,,"부산광역시 동래구 충렬대로 429-5","무엇을 먹을지 고민되신다고요? 부산광역시 동래구에 계시다면 "한전구내식당"을 추천합니다! 50년 이상의 전통을 자랑합니다.",10:30:00,21:30:00,8.7,0,월요일,11,7
72,함안돼지국밥,051-341-1991,"부산광역시 북구 구포만세길 77","부산광역시 북구에서 식당을 찾으신다면? "함안돼지국밥"을 방문해보세요! 50년 이상의 전통을 자랑합니다.",11:00:00,22:00:00,8.3,0,화요일,4,7
73,진주식당,051-416-5948,"부산광역시 영도구 절영로14번길 2","부산광역시 영도구 근처로 갈 일정이 있으시다면, 맛집으로 소문난 "진주식당"을 꼭 방문해보세요. 2020년 07월 24일 TV조선 식객허영만의백반기행 61회에 방영되었답니다. 50년 이상의 전통을 자랑합니다.",11:30:00,22:30:00,6.4,0,수요일,9,7
74,토종돼지국밥,051-413-5419,"부산광역시 영도구 남항남로9번길 14-2",""토종돼지국밥"은 부산광역시 영도구에 있습니다. 50년 이상의 전통을 자랑합니다.",12:00:00,23:00:00,5.1,0,목요일,9,7
75,어우량,051-417-3945,"부산광역시 영도구 태종로73번길 22","어디 가야 할지 고민이시라고요? 그럼 부산광역시 영도구 맛집, "어우량"을 추천합니다! 50년 이상의 전통을 자랑합니다.",10:30:00,23:30:00,4.4,0,금요일,9,7
76,송정3대국밥,051-806-5722,"부산광역시 부산진구 서면로68번길 33","2020년 09월 16일 KBS1 6시내고향 7115회, 2019년 07월 01일 KBS2 2TV생생정보 849회, 2015년 10월 14일 KBS1 6시내고향 5874회, 2014년 01월 15일 MBC 생방송오늘아침 1926회, 2014년 01월 15일 MBC 생방송오늘아침 1926회, 2013년 05월 21일 KBS2 생생정보통 655회, 2016년 02월 05일 Comedy TV 맛있는녀석들 50회 등 여러 방송에서 다룬 바로 그 곳! 부산광역시 부산진구 인기 맛집 "송정3대국밥"을 방문해보세요! 이 매장은 블루리본 서베이에서 리본 1개를 받은 식당으로, "시간을 내어 다시 방문하고 싶은 곳"이라 평가받았습니다. 50년 이상의 전통을 자랑합니다.",11:00:00,00:00:00,4.7,0,토요일,8,7
77,"파전이랑 닭갈비(부산대점)",,"부산광역시 금정구 장전로 47-1","부산광역시 금정구에서 가 볼 만한 식당을 찾으신다면? "파전이랑 닭갈비(부산대점)"를 추천합니다! 50년 이상의 전통을 자랑합니다.",11:30:00,21:00:00,8.2,0,일요일,14,7
78,"낙곱새 닭곱새 고래섬",051-467-7862,"부산광역시 중구 40계단길 5","부산광역시 중구에서 어디를 갈지 고민이라면! "낙곱새 닭곱새 고래섬"에 가보시는 건 어떨까요? 50년 이상의 전통을 자랑합니다.",12:00:00,21:30:00,3.8,0,월요일,6,7
79,산청한방돼지국밥,051-647-3577,"부산광역시 동구 진성로28번길 7","부산광역시 동구에서 식당을 찾으신다면? "산청한방돼지국밥"을 방문해보세요! 50년 이상의 전통을 자랑합니다.",10:30:00,22:00:00,6.7,0,화요일,7,7
80,철마한우곰탕,051-723-0723,"부산광역시 동구 고관로 164","어디 가야 할지 고민이시라고요? 그럼 부산광역시 동구 맛집, "철마한우곰탕"을 추천합니다! 위생 수준이 우수하고 친절한 서비스로 지방자치단체의 선정을 받은 모범음식점입니다. 50년 이상의 전통을 자랑합니다. 레드테이블에서 온라인 예약이 가능합니다!",11:00:00,22:30:00,5.9,0,수요일,7,7
81,후생식당,051-463-7540,"부산광역시 동구 중앙대로 243",""후생식당"은 부산광역시 동구에 있습니다. 50년 이상의 전통을 자랑합니다.",11:30:00,23:00:00,7.4,0,목요일,7,7
82,진주식당,051-632-4169,"부산광역시 동구 성남로47번길 2","부산광역시 동구에서 식당을 찾으신다면? "진주식당"을 방문해보세요! 50년 이상의 전통을 자랑합니다.",12:00:00,23:30:00,3.2,0,금요일,7,7
83,롯데양곱창,051-807-8350,"부산광역시 부산진구 가야대로784번길 58","어디 가야 할지 고민이시라고요? 그럼 부산광역시 부산진구 맛집, "롯데양곱창"을 추천합니다! 50년 이상의 전통을 자랑합니다.",10:30:00,00:00:00,5.7,0,토요일,8,7
84,청룡각,051-205-1101,"부산광역시 사하구 암남공원로 471","부산광역시 사하구에서 식당을 찾으신다면? "청룡각"을 방문해보세요! 50년 이상의 전통을 자랑합니다.",11:00:00,21:00:00,3.1,0,일요일,2,7
85,우마이도,051-514-8785,"부산광역시 금정구 금강로 247-5",""우마이도"는 부산광역시 금정구에 있습니다. 이 매장은 2021년에 블루리본 서베이에서 리본 1개를 받은 식당으로, "시간을 내어 다시 방문하고 싶은 곳"이라 평가받았습니다.",11:30:00,21:30:00,3.5,0,월요일,14,11
86,송원감자탕,051-464-0339,"부산광역시 동구 초량로 3-1","부산광역시 동구 근처로 갈 일정이 있으시다면, 맛집으로 소문난 "송원감자탕"을 꼭 방문해보세요. 2017년 09월 12일 SBS 생방송투데이 1958회에 방영되었답니다. 50년 이상의 전통을 자랑합니다.",12:00:00,22:00:00,6.1,0,화요일,7,7
87,금오리,051-467-8758,"부산광역시 동구 초량로14번길 8","부산광역시 동구에서 맛집을 찾으신다면 "금오리"를 추천합니다. 50년 이상의 전통을 자랑합니다.",10:30:00,22:30:00,4.0,0,수요일,7,7
88,진식당,,"부산광역시 영도구 태종로 230","부산광역시 영도구에서 가 볼 만한 식당을 찾으신다면? "진식당"을 추천합니다! 50년 이상의 전통을 자랑합니다.",11:00:00,23:00:00,6.7,0,목요일,9,7
89,백셰프,051-816-9173,"부산광역시 부산진구 부전로96번길 13","부산광역시 부산진구에서 맛집을 찾으신다면 "백셰프"를 추천합니다. 50년 이상의 전통을 자랑합니다.",11:30:00,23:30:00,5.5,0,금요일,8,7
90,마산식당,051-631-6906,"부산광역시 부산진구 자유평화로 19",""마산식당"은 부산광역시 부산진구에 있습니다. 이 매장은 2021년에 블루리본 서베이에서 리본 1개를 받은 식당으로, "시간을 내어 다시 방문하고 싶은 곳"이라 평가받았습니다. 50년 이상의 전통을 자랑합니다.",12:00:00,00:00:00,5.4,0,토요일,8,7
91,동화정횟집,051-291-9041,"부산광역시 사하구 원양로 346-1",""동화정횟집"을 부산광역시 사하구의 가 볼 만한 식당으로 추천합니다! 50년 이상의 전통을 자랑합니다.",10:30:00,21:00:00,8.6,0,일요일,2,7
92,만수각,051-208-6257,"부산광역시 사하구 원양로 364-1","부산광역시 사하구에서 어디를 갈지 고민이라면! "만수각"에 가보시는 건 어떨까요? 50년 이상의 전통을 자랑합니다.",11:00:00,21:30:00,3.9,0,월요일,2,7
93,"삼성웰스토리 동래베네스트",051-580-0379,"부산광역시 금정구 하정로 66","부산광역시 금정구에서 식당을 찾으신다면? "삼성웰스토리 동래베네스트"를 방문해보세요! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 50년 이상의 전통을 자랑합니다. 레드테이블에서 온라인 예약이 가능합니다!",11:30:00,22:00:00,5.5,0,화요일,14,7
94,제2부두노무자급식소,,"부산광역시 중구 충장대로 54","부산광역시 중구에서 맛집을 찾으신다면 "제2부두노무자급식소"를 추천합니다. 50년 이상의 전통을 자랑합니다.",12:00:00,22:30:00,7.0,0,수요일,6,7
95,할매집,051-245-3083,"부산광역시 중구 중앙대로 21","부산광역시 중구에서 가 볼 만한 식당을 찾으신다면? "할매집"을 추천합니다! 50년 이상의 전통을 자랑합니다.",10:30:00,23:00:00,2.2,0,목요일,6,7
96,충무장어구이,051-255-3072,"부산광역시 서구 구덕로118번길 30","부산광역시 서구에서 식당을 찾으신다면? "충무장어구이"를 방문해보세요! 50년 이상의 전통을 자랑합니다.",11:00:00,23:30:00,2.1,0,금요일,5,7
97,통영숯불바다장어,051-631-7878,"부산광역시 동구 범일로90번길 6-1","부산광역시 동구에서 식당을 찾으신다면? "통영숯불바다장어"를 방문해보세요! 50년 이상의 전통을 자랑합니다.",11:30:00,00:00:00,9.0,0,토요일,7,11
98,썬더치킨,051-934-9292,"부산광역시 동구 중앙대로221번길 13","부산광역시 동구에서 식당을 찾으신다면? "썬더치킨"을 방문해보세요!",12:00:00,21:00:00,8.5,0,일요일,7,8
99,개코포차,051-466-2194,"부산광역시 동구 진성로9번길 13","부산광역시 동구에 가신다면 "개코포차"에 방문해보세요~",16:30:00,21:30:00,6.7,0,월요일,7,13
100,836숯불바베큐치킨(부산문현점),051-636-0836,"부산광역시 남구 황령대로74번길 60","어디 가야 할지 고민이시라고요? 그럼 부산광역시 남구 맛집, "836숯불바베큐치킨(부산문현점)"을 추천합니다! 50년 이상의 전통을 자랑합니다.",11:00:00,22:00:00,5.9,0,화요일,10,8
101,"딱 한잔",051-468-6243,"부산광역시 동구 중앙대로 243",""딱 한잔"을 부산광역시 동구의 가 볼 만한 식당으로 추천합니다! 50년 이상의 전통을 자랑합니다.",17:00:00,22:30:00,7.3,0,수요일,7,13
102,블랙맥스,051-417-7775,"부산광역시 영도구 절영로14번길 8-3",""블랙맥스"를 부산광역시 영도구의 가 볼 만한 식당으로 추천합니다! 50년 이상의 전통을 자랑합니다.",17:00:00,23:00:00,2.9,0,목요일,9,13
